time,data
1.503,14.7323
1.504,13.6092
1.505,10.5862
1.506,7.2811
1.507,5.06721
1.508,4.51511
1.509,5.26063
1.51,6.31657
1.511,6.62936
1.512,5.58241
1.513,3.20789
1.514,0.0468205
1.515,-3.21041
1.516,-6.06889
1.517,-8.36345
1.518,-10.1348
1.519,-11.3675
1.52,-11.7964
1.521,-10.9437
1.522,-8.39842
1.523,-4.18371
1.524,1.02337
1.525,6
1.526,9.41991
1.527,10.4415
1.528,9.14509
1.529,6.56949
1.53,4.28582
1.531,3.68163
1.532,5.28932
1.533,8.48964
1.534,11.7501
1.535,13.3006
1.536,11.9334
1.537,7.55518
1.538,1.23512
1.539,-5.25727
1.54,-10.1944
1.541,-12.5584
1.542,-12.338
1.543,-10.3569
1.544,-7.768
1.545,-5.49602
1.546,-3.90405
1.547,-2.81118
1.548,-1.78847
1.549,-0.519133
1.55,1
1.551,2.51913
1.552,3.78847
1.553,4.81118
1.554,5.90405
1.555,7.49602
1.556,9.768
1.557,12.3569
1.558,14.338
1.559,14.5584
1.56,12.1944
1.561,7.25727
1.562,0.764875
1.563,-5.55518
1.564,-9.93345
1.565,-11.3006
1.566,-9.75014
1.567,-6.48964
1.568,-3.28932
1.569,-1.68163
1.57,-2.28582
1.571,-4.56949
1.572,-7.14509
1.573,-8.4415
1.574,-7.41991
1.575,-4
1.576,0.976627
1.577,6.18371
1.578,10.3984
1.579,12.9437
1.58,13.7964
1.581,13.3675
1.582,12.1348
1.583,10.3635
1.584,8.06889
1.585,5.21041
1.586,1.95318
1.587,-1.20789
1.588,-3.58241
1.589,-4.62936
1.59,-4.31657
1.591,-3.26063
1.592,-2.51511
1.593,-3.06721
1.594,-5.2811
1.595,-8.58619
1.596,-11.6092
1.597,-12.7323
1.598,-10.8367
1.599,-5.8774
1.6,1
1.601,7.8774
1.602,12.8367
1.603,14.7323
1.604,13.6092
1.605,10.5862
1.606,7.2811
1.607,5.06721
1.608,4.51511
1.609,5.26063
1.61,6.31657
1.611,6.62936
1.612,5.58241
1.613,3.20789
1.614,0.0468205
1.615,-3.21041
1.616,-6.06889
1.617,-8.36345
1.618,-10.1348
1.619,-11.3675
1.62,-11.7964
1.621,-10.9437
1.622,-8.39842
1.623,-4.18371
1.624,1.02337
1.625,6
1.626,9.41991
1.627,10.4415
1.628,9.14509
1.629,6.56949
1.63,4.28582
1.631,3.68163
1.632,5.28932
1.633,8.48964
1.634,11.7501
1.635,13.3006
1.636,11.9334
1.637,7.55518
1.638,1.23512
1.639,-5.25727
1.64,-10.1944
1.641,-12.5584
1.642,-12.338
1.643,-10.3569
1.644,-7.768
1.645,-5.49602
1.646,-3.90405
1.647,-2.81118
1.648,-1.78847
1.649,-0.519133
1.65,1
1.651,2.51913
1.652,3.78847
1.653,4.81118
1.654,5.90405
1.655,7.49602
1.656,9.768
1.657,12.3569
1.658,14.338
1.659,14.5584
1.66,12.1944
1.661,7.25727
1.662,0.764875
1.663,-5.55518
1.664,-9.93345
1.665,-11.3006
1.666,-9.75014
1.667,-6.48964
1.668,-3.28932
1.669,-1.68163
1.67,-2.28582
1.671,-4.56949
1.672,-7.14509
1.673,-8.4415
1.674,-7.41991
1.675,-4
1.676,0.976627
1.677,6.18371
1.678,10.3984
1.679,12.9437
1.68,13.7964
1.681,13.3675
1.682,12.1348
1.683,10.3635
1.684,8.06889
1.685,5.21041
1.686,1.95318
1.687,-1.20789
1.688,-3.58241
1.689,-4.62936
1.69,-4.31657
1.691,-3.26063
1.692,-2.51511
1.693,-3.06721
1.694,-5.2811
1.695,-8.58619
1.696,-11.6092
1.697,-12.7323
1.698,-10.8367
1.699,-5.8774
1.7,1
1.701,7.8774
1.702,12.8367
1.703,14.7323
1.704,13.6092
1.705,10.5862
1.706,7.2811
1.707,5.06721
1.708,4.51511
1.709,5.26063
1.71,6.31657
1.711,6.62936
1.712,5.58241
1.713,3.20789
1.714,0.0468205
1.715,-3.21041
1.716,-6.06889
1.717,-8.36345
1.718,-10.1348
1.719,-11.3675
1.72,-11.7964
1.721,-10.9437
1.722,-8.39842
1.723,-4.18371
1.724,1.02337
1.725,6
1.726,9.41991
1.727,10.4415
1.728,9.14509
1.729,6.56949
1.73,4.28582
1.731,3.68163
1.732,5.28932
1.733,8.48964
1.734,11.7501
1.735,13.3006
1.736,11.9334
1.737,7.55518
1.738,1.23512
1.739,-5.25727
1.74,-10.1944
1.741,-12.5584
1.742,-12.338
1.743,-10.3569
1.744,-7.768
1.745,-5.49602
1.746,-3.90405
1.747,-2.81118
1.748,-1.78847
1.749,-0.519133
1.75,1
1.751,2.51913
1.752,3.78847
1.753,4.81118
1.754,5.90405
1.755,7.49602
1.756,9.768
1.757,12.3569
1.758,14.338
1.759,14.5584
1.76,12.1944
1.761,7.25727
1.762,0.764875
1.763,-5.55518
1.764,-9.93345
1.765,-11.3006
1.766,-9.75014
1.767,-6.48964
1.768,-3.28932
1.769,-1.68163
1.77,-2.28582
1.771,-4.56949
1.772,-7.14509
1.773,-8.4415
1.774,-7.41991
1.775,-4
1.776,0.976627
1.777,6.18371
1.778,10.3984
1.779,12.9437
1.78,13.7964
1.781,13.3675
1.782,12.1348
1.783,10.3635
1.784,8.06889
1.785,5.21041
1.786,1.95318
1.787,-1.20789
1.788,-3.58241
1.789,-4.62936
1.79,-4.31657
1.791,-3.26063
1.792,-2.51511
1.793,-3.06721
1.794,-5.2811
1.795,-8.58619
1.796,-11.6092
1.797,-12.7323
1.798,-10.8367
1.799,-5.8774
1.8,1
1.801,7.8774
1.802,12.8367
1.803,14.7323
1.804,13.6092
1.805,10.5862
1.806,7.2811
1.807,5.06721
1.808,4.51511
1.809,5.26063
1.81,6.31657
1.811,6.62936
1.812,5.58241
1.813,3.20789
1.814,0.0468205
1.815,-3.21041
1.816,-6.06889
1.817,-8.36345
1.818,-10.1348
1.819,-11.3675
1.82,-11.7964
1.821,-10.9437
1.822,-8.39842
1.823,-4.18371
1.824,1.02337
1.825,6
1.826,9.41991
1.827,10.4415
1.828,9.14509
1.829,6.56949
1.83,4.28582
1.831,3.68163
1.832,5.28932
1.833,8.48964
1.834,11.7501
1.835,13.3006
1.836,11.9334
1.837,7.55518
1.838,1.23512
1.839,-5.25727
1.84,-10.1944
1.841,-12.5584
1.842,-12.338
1.843,-10.3569
1.844,-7.768
1.845,-5.49602
1.846,-3.90405
1.847,-2.81118
1.848,-1.78847
1.849,-0.519133
1.85,1
1.851,2.51913
1.852,3.78847
1.853,4.81118
1.854,5.90405
1.855,7.49602
1.856,9.768
1.857,12.3569
1.858,14.338
1.859,14.5584
1.86,12.1944
1.861,7.25727
1.862,0.764875
1.863,-5.55518
1.864,-9.93345
1.865,-11.3006
1.866,-9.75014
1.867,-6.48964
1.868,-3.28932
1.869,-1.68163
1.87,-2.28582
1.871,-4.56949
1.872,-7.14509
1.873,-8.4415
1.874,-7.41991
1.875,-4
1.876,0.976627
1.877,6.18371
1.878,10.3984
1.879,12.9437
1.88,13.7964
1.881,13.3675
1.882,12.1348
1.883,10.3635
1.884,8.06889
1.885,5.21041
1.886,1.95318
1.887,-1.20789
1.888,-3.58241
1.889,-4.62936
1.89,-4.31657
1.891,-3.26063
1.892,-2.51511
1.893,-3.06721
1.894,-5.2811
1.895,-8.58619
1.896,-11.6092
1.897,-12.7323
1.898,-10.8367
1.899,-5.8774
1.9,1
1.901,7.8774
1.902,12.8367
1.903,14.7323
1.904,13.6092
1.905,10.5862
1.906,7.2811
1.907,5.06721
1.908,4.51511
1.909,5.26063
1.91,6.31657
1.911,6.62936
1.912,5.58241
1.913,3.20789
1.914,0.0468205
1.915,-3.21041
1.916,-6.06889
1.917,-8.36345
1.918,-10.1348
1.919,-11.3675
1.92,-11.7964
1.921,-10.9437
1.922,-8.39842
1.923,-4.18371
1.924,1.02337
1.925,6
1.926,9.41991
1.927,10.4415
1.928,9.14509
1.929,6.56949
1.93,4.28582
1.931,3.68163
1.932,5.28932
1.933,8.48964
1.934,11.7501
1.935,13.3006
1.936,11.9334
1.937,7.55518
1.938,1.23512
1.939,-5.25727
1.94,-10.1944
1.941,-12.5584
1.942,-12.338
1.943,-10.3569
1.944,-7.768
1.945,-5.49602
1.946,-3.90405
1.947,-2.81118
1.948,-1.78847
1.949,-0.519133
1.95,1
1.951,2.51913
1.952,3.78847
1.953,4.81118
1.954,5.90405
1.955,7.49602
1.956,9.768
1.957,12.3569
1.958,14.338
1.959,14.5584
1.96,12.1944
1.961,7.25727
1.962,0.764875
1.963,-5.55518
1.964,-9.93345
1.965,-11.3006
1.966,-9.75014
1.967,-6.48964
1.968,-3.28932
1.969,-1.68163
1.97,-2.28582
1.971,-4.56949
1.972,-7.14509
1.973,-8.4415
1.974,-7.41991
1.975,-4
1.976,0.976627
1.977,6.18371
1.978,10.3984
1.979,12.9437
1.98,13.7964
1.981,13.3675
1.982,12.1348
1.983,10.3635
1.984,8.06889
1.985,5.21041
1.986,1.95318
1.987,-1.20789
1.988,-3.58241
1.989,-4.62936
1.99,-4.31657
1.991,-3.26063
1.992,-2.51511
1.993,-3.06721
1.994,-5.2811
1.995,-8.58619
1.996,-11.6092
1.997,-12.7323
1.998,-10.8367
1.999,-5.8774
